Listing,Company,Location,Job Type,Post Date,Link,Experience,Soft Skills,Qualifications
"Solution Architect at HarperDB, Inc.","HarperDB, Inc.","Remote:Colorado (USA), Indiana (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd662037-solution-architect-at-harperdb-inc.,,"Excellent problem-solver and communicator, Team player with proactive approach"," Qualifications:  Bachelor's degree in Computer Science or related field, Experience in software development and technical project delivery, Proficiency in programming languages such as JavaScript, Python, or Go, Strong understanding of database technologies and cloud platforms, Exceptional problem-solving and communication skills, Proactive mindset with ability to multitask. "
"Distinguished Software Engineer at HarperDB, Inc.","HarperDB, Inc.","Remote:Colorado (USA), Indiana (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd662033-distinguished-software-engineer-at-harperdb-inc.,,"Strong problem-solving and analytical skills., Great communication and collaboration abilities."," Qualifications:  Extensive experience with NodeJS and database systems or distributed systems., Bachelor's degree in Computer Science or related field; advanced degree preferred., Strong understanding of database technologies and data structures/algorithms.. "
"Director of Product Management at HarperDB, Inc.","HarperDB, Inc.","Remote:Colorado (USA), Indiana (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd66202b-director-of-product-management-at-harperdb-inc.,,"Team player, Proactive mindset, Excellent communication skills"," Qualifications:  Experience in software infrastructure, Strong writing and communication skills. "
Senior Tax Accountant (Remote) at Default Portal,Revel CPA,"Remote:California (USA), Illinois (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b50187f4fdab8dd6701c8-senior-tax-accountant-remote-at-default-portal,Senior (5-10 years),"Timely and reliable meeting deadlines, Strong communicator, online savvy, detail-oriented"," Qualifications:  CPA with 5+ years accountant experience, Experience in public accounting preferred. "
SAP Project Cutover and Change Management Expert (m/f/d) at Transparent Hiring,Transparent Hiring,Remote:Delaware (USA),Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4b2-sap-project-cutover-and-change-management-expert-m-f-d-at-transparent-hiring,Mid-level (2-5 years),"Team player, Analytical mindset, Attention to detail, Proactive communication"," Qualifications:  Academic degree in IT or related field, 3+ years experience in SAP authorization/role management, Basic technical knowledge of SAP products, Fluent in English (C1+), Proficiency in SAP TM and Service Now is a plus. "
Director of Data Management and Survey Programming at Fors Marsh,Fors Marsh,140 - 162KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50097f4fdab8dd66fc29-director-of-data-management-and-survey-programming-at-fors-marsh,Expert & Leadership (>10 years),"Strong leadership and project management, Excellent communication and mentoring skills"," Qualifications:  Master’s degree in relevant field, 10+ years of experience in survey programming and data management. "
"Senior Pricing Manager, Business Development at Fors Marsh",Fors Marsh,140 - 160KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50187f4fdab8dd6701b2-senior-pricing-manager-business-development-at-fors-marsh,Senior (5-10 years),"Outstanding communication, Excellent interpersonal skills, Balance and manage priorities effectively"," Qualifications:  Bachelor's Degree, Minimum of 8 years experience in federal pricing environment. "
"Pricing Manager, Business Development at Fors Marsh",Fors Marsh,120 - 140KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50137f4fdab8dd670026-pricing-manager-business-development-at-fors-marsh,Senior (5-10 years),"Excellent interpersonal and communication skills, Strong organizational and analytical abilities"," Qualifications:  Bachelor's Degree, 5-8 years pricing experience in federal environment. "
Technical Editor at Fors Marsh,Fors Marsh,67 - 76KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b501a7f4fdab8dd6702b8-technical-editor-at-fors-marsh,,Strong teamwork and communication skills.," Qualifications:  Bachelor’s degree in related field., 3+ years of technical editing experience., Strong communication and organizational skills., Knowledge of MS Word and PDF manipulation., Experience in federal contracting preferred.. "
SAP Analytics BI/BW Senior Consultant,AviinTech Business Solutions,Fixed termRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd670112-sap-analytics-bi-bw-senior-consultant,Junior (1-2 years),Flexible with work shifts.," Qualifications:  4-6 years experience in SAP BI/BW, A40 reporting proficiency, expertise in COPA, CCA, etc., knowledge of SAP A40 and ABAP.. "
JAVA DEVELOPER,AviinTech Business Solutions,Fixed termRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e494-java-developer,,"Strong communication and teamwork, Proactive problem-solving skills, Attention to detail and commitment, Ability to work independently and in a team"," Qualifications:  Bachelor's degree in Computer Science or related field, Proven experience as Java Developer, Proficiency in Java programming, Experience with Spring and Hibernate frameworks, Strong understanding of relational databases, SQL, and ORM technologies, Ability to troubleshoot, debug, and upgrade existing systems. "
JAVA DEVELOPER,AviinTech Business Solutions,Fixed termRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e490-java-developer,,"Great problem-solving skills, Excellent communication within a team"," Qualifications:  Bachelor’s degree in Computer Science, Engineering, or related field, Proven experience as Java Developer, Strong understanding of Object-Oriented Design principles, Experience with popular Java frameworks like Spring and Hibernate. "
Atlassian Tool Product Owner,AviinTech Business Solutions,Fixed termRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e48c-atlassian-tool-product-owner,,"Stakeholder management, Innovative problem-solving, Effective collaboration, Attention to detail, Proactive decision-making, Adaptability in dynamic setting"," Qualifications:  Expertise in Atlassian tools: Jira, Confluence, Bitbucket, Strong Agile methodology understanding, Excellent project management and communication skills, Experience in driving organizational change, Analytical thinking and problem-solving abilities. "
ATLASSIAN TOOL PRODUCT OWNER,AviinTech Business Solutions,Fixed termRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e488-atlassian-tool-product-owner,,"Excellent communication and stakeholder management skills, Strategic thinker aligning initiatives with business goals, Proactive, adaptable, and strong problem solver"," Qualifications:  Bachelor's degree in relevant field, Experience as Product Owner or Manager, Strong understanding of ATLASSIAN tools, Ability to drive product adoption, Analytical mindset and strategic thinking. "
Product Trainer,PyjamaHR: World's Best Forever-Free ATS,Full timeRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b50137f4fdab8dd67004c-product-trainer,Junior (1-2 years),"Effective communication, Interactive training development"," Qualifications:  3+ years technical training ERP experience, Functional knowledge of Oracle Fusion, EBS, SAP. "
Sales Manager,PyjamaHR: World's Best Forever-Free ATS,Full timeRemote:India,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e484-sales-manager,,"Leadership with strong individual contribution skills, Effective communicator and team player"," Qualifications:  Strong sales and communication abilities, Effective in building and managing processes, Aspirations to become a CEO/COO within 2 years. "
IT Solutions Architect at Northwest Community Credit Union,"Northwest Community Credit Union, a division of TwinStar Credit Union",114 - 171KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4a4-it-solutions-architect-at-northwest-community-credit-union,Senior (5-10 years),"Strong interpersonal skills, Excellent communication, proactive & strategic thinking"," Qualifications:  Bachelor’s degree in Computer Science or related field, Minimum 5 years of experience as a Solutions Architect or similar role. "
Mobile Games Backend Developer at Numrah,Numrah,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b2ce67f4fdab8dd63e4a0-mobile-games-backend-developer-at-numrah,Mid-level (2-5 years),Excellent communication and collaboration skills.," Qualifications:  3+ years experience as a Backend Developer in mobile gaming., Expertise in Photon, Google Cloud, Firebase, Unity, .NET.. "
Head of Engineering at Vodworks,Vodworks,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b500c7f4fdab8dd66fd51-head-of-engineering-at-vodworks,,"Excellent communication and interpersonal skills., Strong problem-solving and decision-making."," Qualifications:  Bachelor’s degree in Computer Science or related field., 11+ years of software engineering experience, 4+ in leadership.. "
Golang engineer at Vodworks,Vodworks,Remote:Ukraine,Full remote,3 days ago,https://jobgether.com/offer/666b500c7f4fdab8dd66fd35-golang-engineer-at-vodworks,Senior (5-10 years),"Self-starter, Quick learner, Team player"," Qualifications:  Bachelor's degree in Computing Science or related field, Minimum 1+ years of experience with Golang programming. "
Software Engineer (PHP) at Vodworks,Vodworks,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e49c-software-engineer-php-at-vodworks,Mid-level (2-5 years),"Analytical thinking, Ability to work collaboratively"," Qualifications:  3+ years experience in PHP web development, Knowledge of frontend frameworks like ReactJS is a plus, BS degree in Computer Science or Engineering. "
"Director of Revenue Accounting at Routeware, Inc","Routeware, Inc.","Remote:Arkansas (USA), Connecticut (USA), Indiana (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b50097f4fdab8dd66fc35-director-of-revenue-accounting-at-routeware-inc,Senior (5-10 years),"Team player, Analytical mindset, Problem-solving skills, Excellent time management"," Qualifications:  Bachelor's degree in Finance/Accounting, 8+ years experience in Revenue Accounting. "
"MSP Sales Engineer at Red Cup IT, Inc.",Red Cup IT,Remote:California (USA),Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e498-msp-sales-engineer-at-red-cup-it-inc.,,"Excellent interpersonal skills, Strong problem-solving ability, Collaborative team player"," Qualifications:  Bachelor’s degree in IT, CS, Engineering, Experience in technical sales/engineering role, Knowledge of networking, cybersecurity, IT infrastructure, Excellent communication and presentation skills, Certifications (CompTIA, Cisco, Microsoft) desirable. "
Kronos Consultant,Parkar Digital,"Remote:Georgia (USA), North Carolina (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b500f7f4fdab8dd66fe60-kronos-consultant,,"Excellent communication and collaboration, Strong problem-solving skills, Attention to detail and multitasking ability"," Qualifications:  Proven expertise in Kronos and UltiPro systems, Experience in payroll migration projects. "
Mobile App Deployment Manager (Equity-Based) at SOULCHI,SOULCHI,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50117f4fdab8dd66ff44-mobile-app-deployment-manager-equity-based-at-soulchi,Mid-level (2-5 years),"Excellent project management and communication skills, Attention to detail and collaboration"," Qualifications:  2+ years experience in similar role, Bachelor's degree in related field preferred. "
SCRUM Master at HatchWorks Technologies,HatchWorks,Remote:Colombia,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e480-scrum-master-at-hatchworks-technologies,,"Team player with excellent communication skills, Proactive mindset and analytical thinking"," Qualifications:  Bachelor's degree or equivalent experience in technology-related fields, 4+ years of experience in client management, project management, and product delivery. "
Golang Engineer at Hiveon,Hiveon,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b500c7f4fdab8dd66fd2f-golang-engineer-at-hiveon,Mid-level (2-5 years),"Innovative problem solver., Communication and teamwork skills."," Qualifications:  Strong Golang experience, 4+ years., Commercial experience in high-load systems., Experience with Postgres, Redis, Apache Kafka., Upper-intermediate English level.. "
CPT-6647 eCommerce Compliance Virtual Assistant at 20four7VA,20four7VA Career Center,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b490c7f4fdab8dd662027-cpt-6647-ecommerce-compliance-virtual-assistant-at-20four7va,Mid-level (2-5 years),"Detail-oriented, Strong problem-solving skills, Effective collaborator"," Qualifications:  1-4 years regulatory/compliance experience, Excellent communication and organizational skills. "
CPT-6651 Cold Caller VA at 20four7VA,20four7VA Career Center,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b50067f4fdab8dd66fb09-cpt-6651-cold-caller-va-at-20four7va,,"Excellent communication skills, Strong time management abilities"," Qualifications:  Previous cold calling or telemarketing experience, High school diploma or equivalent. "
"Associate, 25m Supply Chain Studio at 25madison",25madison,80 - 125KRemote:New York (USA),Full remote,3 days ago,https://jobgether.com/offer/666b490b7f4fdab8dd662022-associate-25m-supply-chain-studio-at-25madison,Mid-level (2-5 years),"Team player, Analytical thinker, Innovative problem solver"," Qualifications:  2-3+ years in consulting or finance, Strong analytical and communication skills, Possess STEM academic background. "
Campaign Manager: Remittances at Mukuru,Mukuru,Remote:South Africa,Full remote,3 days ago,https://jobgether.com/offer/666b50067f4fdab8dd66fb15-campaign-manager-remittances-at-mukuru,Senior (5-10 years),"Team player, Excellent communication skills, Creative thinker, Analytical and detail-oriented, Proactive with strong collaboration"," Qualifications:  Bachelor's degree in Marketing, Business or related field, 5 years of campaign management experience, Experience in the fintech industry. "
Occupational Health Nurse Advisor at VitalCheck Wellness,VitalCheck Wellness,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b50117f4fdab8dd66ff66-occupational-health-nurse-advisor-at-vitalcheck-wellness,Senior (5-10 years),"Excellent communication skills, Proactive mindset"," Qualifications:  RGN with OH qualification, Registered Nurse with case management experience. "
Occupational Health Case Manager at VitalCheck Wellness,VitalCheck Wellness,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e47c-occupational-health-case-manager-at-vitalcheck-wellness,Senior (5-10 years),Excellent written and verbal communication," Qualifications:  Registered Nurse with OH qualification, NMC Register Part 3 in OH, Experience in case management and OH services. "
Information Security Officer at VitalCheck Wellness,VitalCheck Wellness,Remote:Israel,Full remote,3 days ago,https://jobgether.com/offer/666b500d7f4fdab8dd66fd9f-information-security-officer-at-vitalcheck-wellness,,"Strong leadership skills, Analytical decision-making mindset"," Qualifications:  Bachelor's degree in information security or computer science, Minimum five years cybersecurity management experience, Familiarity with Microsoft 365 and AWS. "
Product Designer at BrainWeave,BrainWeave,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e474-product-designer-at-brainweave,,"Emotionally connect with users, Team player, effective in remote collaboration"," Qualifications:  Experience in emotional design and persuasive design psychology, Familiarity with game design principles emphasizing rewards/incentives. "
Account Executive (SaaS) at SalesMessage,Salesmsg,Remote:Florida (USA),Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e470-account-executive-saas-at-salesmessage,,"Team player, great communication, positive attitude, Highly motivated, results-oriented, adaptable"," Qualifications:  4+ years experience as Account Executive, Proven sales track record, excellent communication skills, Familiarity with CRM tools like HubSpot. "
Product Intern (August 2024 intake) at Jibble Group,Jibble,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b50137f4fdab8dd670042-product-intern-august-2024-intake-at-jibble-group,,"Strong problem-solving abilities, Desire to learn and succeed"," Qualifications:  Diploma or Degree in any field, Excellent communication skills. "
Multi - Lingual Sales Representative at Jibble Group,Jibble,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b50117f4fdab8dd66ff4c-multi---lingual-sales-representative-at-jibble-group,,"Excellent communication skills, Sales hunter personality"," Qualifications:  Fluent in English, Spanish, Portuguese and Brazilian, Startup-hustle mentality with analytical and structured approach, Experience in B2B sales is a plus. "
Content Writer (Spanish) at Jibble Group,Jibble,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fbab-content-writer-spanish-at-jibble-group,,"Creative and analytical, Good organizational skills, Exceptional concise writing in Spanish"," Qualifications:  Experience in WordPress and basic HTML, Strong oral and written communication skills in Spanish, Ability to prioritize and multitask. "
Content Writer (Portuguese) at Jibble Group,Jibble,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fba5-content-writer-portuguese-at-jibble-group,,"Strong oral & written communication, Excellent time management & organization"," Qualifications:  Proficient in Portuguese writing and SEO, Experience in WordPress and basic HTML. "
Content Writer (German) at Jibble Group,Jibble,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fb9f-content-writer-german-at-jibble-group,,"Organized and analytical thinker, Excellent time management and prioritization"," Qualifications:  Strong written communication skills in German, Familiarity with SEO and content optimization. "
Content Writer (French) at Jibble Group,Jibble,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fb97-content-writer-french-at-jibble-group,,"Strong communication in French, Organized with time management skills"," Qualifications:  Experience in writing SEO-optimized articles in French, Familiarity with WordPress and basic HTML skills. "
Content Writer (Arabic) at Jibble Group,Jibble,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fb92-content-writer-arabic-at-jibble-group,,"Strong communication skills, Time management and organizational abilities"," Qualifications:  Experience in writing and SEO in Arabic, Familiarity with WordPress, basic HTML. "
Content Writer at Jibble Group,Jibble,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fbb1-content-writer-at-jibble-group,,"Organized and creative writer, Excellent time management skills"," Qualifications:  Experience in WordPress, basic HTML, Strong communication and writing skills in English. "
Arabic Translator and Writer at Jibble Group,Jibble,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e46c-arabic-translator-and-writer-at-jibble-group,,"Creative and analytical mindset, Organized with exceptional translation ability"," Qualifications:  Fluency in Arabic and English, Prior experience in translation and writing. "
Young Graduate at Jibble Group,Jibble,Remote:Malaysia,Full remote,3 days ago,https://jobgether.com/offer/666b501d7f4fdab8dd6703ba-young-graduate-at-jibble-group,Entry-level / graduate,"Analytical mindset, Effective communication skills"," Qualifications:  Motivated individual with startup mentality, High attention to detail and communication. "
Customer Onboarding Specialist at Jibble Group,Jibble,Remote:Malaysia,Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fbd8-customer-onboarding-specialist-at-jibble-group,Junior (1-2 years),"Excellent communication skills, Attention to detail and structured mindset"," Qualifications:  1-2 years client facing experience, 1-2 years payroll processing experience. "
Senior Full Stack Developer Vuejs/Nodejs (100% Remote) at Founders Workshop,Founders Workshop,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e468-senior-full-stack-developer-vuejs-nodejs-100-remote-at-founders-workshop,Mid-level (2-5 years),"Team player, detail-oriented, adaptable., Reliable communicator, enhancing team dynamics."," Qualifications:  3+ years experience in full-stack, Vue.js, and Node.js., Expertise in HTML, CSS, JavaScript, RESTful APIs.. "
Full Stack React/Node Developer (100% Remote) at Founders Workshop,Founders Workshop,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e464-full-stack-react-node-developer-100-remote-at-founders-workshop,Mid-level (2-5 years),"Team player with excellent communication and proactive mindset, Great attention to detail and flexibility"," Qualifications:  +3 years experience in React.js, Node.js, and Software Architecture. "
Account Executive at MCCi,MCCi,Remote:Florida (USA),Full remote,3 days ago,https://jobgether.com/offer/666b2ce57f4fdab8dd63e460-account-executive-at-mcci,,"Great communication skills, Proactive and results-driven team player"," Qualifications:  Bachelor’s degree, Experience with Government acquisition processes, sales cycle and policy. "
Retention Manager at Alegra,Alegra,Remote:Anywhere,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd670106-retention-manager-at-alegra,Senior (5-10 years),"Strong communication skills both orally and written, Excellent time management and results-oriented mindset"," Qualifications:  Degree in Data Analysis, Administration, or Finance, Over 5 years of team leadership experience in Customer Success or Retention, Experience in defining and implementing retention strategies, Knowledge of SaaS industry and key metrics. "
eSports Analyst CS2 at BETER,BETER,Remote:Ukraine,Full remote,3 days ago,https://jobgether.com/offer/666b501d7f4fdab8dd6703d6-esports-analyst-cs2-at-beter,,"Excellent analytical thinking and attention to detail, Proven ability to take responsibility and work independently with results in mind, Positive attitude, creativity, and willingness to work irregular hours/nights"," Qualifications:  Strong math skills, In-depth knowledge of eSports disciplines, Experience in console sports games (preferred), Punctuality. "
Pessoa Analista PL de Operações e Performance - Novos Negócios,Caju,"Remote:Poland, Brazil",Full remote,3 days ago,https://jobgether.com/offer/666b50127f4fdab8dd66ffd0-pessoa-analista-pl-de-operacoes-e-performance---novos-negocios,,Proactive and curious team player," Qualifications:  Bachelor's degree in quantitative fields, Proficiency in SQL, Excel, data visualization tools, Experience in data manipulation and analysis, Knowledge of R/Python or similar software is a plus, Curious, proactive and diligent with data. "
Pessoa engenheiro(a) de Software - Sênior,FCamara Consulting & Training,"Remote:Brazil, Delaware (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b1eea7f4fdab8dd638507-pessoa-engenheiro-a-de-software---senior,,"Team player, Proactive mindset"," Qualifications:  Proficient in React, Node.js, Experience with Frontend & Backend development, databases, Docker. "
Analista de Qualidade Funcional Júnior,FCamara Consulting & Training,"Remote:Brazil, Delaware (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b50047f4fdab8dd66fa61-analista-de-qualidade-funcional-junior,,"Team player, Excellent communication skills"," Qualifications:  Previous experience in quality analysis, Knowledge of functional and non-functional testing techniques. "
Engenheiro(a) Químico(a) - Análise de Risco Qualitativa,RME Consultoria e Engenharia,"Remote:Brazil, Delaware (USA)",Full remote,3 days ago,https://jobgether.com/offer/666b1eea7f4fdab8dd6384fb-engenheiro-a-quimico-a---analise-de-risco-qualitativa,,"Responsible and proactive, Active learner with analytical capabilities, Great team player with clear communication, Strong initiative and energy for results-focused work"," Qualifications:  Degree in Chemical Engineering, Good knowledge of Industrial Process Safety, Experience with Risk Analysis techniques like HAZOP, HAZID, APR, LOPA. "
PESSOA DESENVOLVEDORA PLENO MOBILE,Quality Digital,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b50127f4fdab8dd66ffa8-pessoa-desenvolvedora-pleno-mobile,,"Great communication and teamwork, Proactive problem solver and supportive leader"," Qualifications:  Development experience in NodeJs, React Native, Angular, GraphQL, and Maven, Knowledge of security practices for applications and databases. "
学術担当（メディカルアフェアーズ所属）,Santen,Remote:Japan,Full remote,3 days ago,https://jobgether.com/offer/666b501d7f4fdab8dd670412-xue-shu-dan-dang-medeikaruahueazusuo-shu,,"Strong logical thinking and goal-oriented execution abilities, Information-oriented with strong communication skills, able to empathize and provide valuable insights, Able to focus on reading documents attentively without feeling burdened"," Qualifications:  Experience in pharmaceutical research, academic affairs, medical affairs, or MSL (around 5 years), Degree in natural sciences or pharmacy, with comprehension of medical information and guidelines. "
Фахівець/-чиня з планування розміщення товарів,Metro,Remote:Ukraine,Full remote,3 days ago,https://jobgether.com/offer/666b501d7f4fdab8dd6703e8-fahivec--chinya-z-planuvannya-rozmishchennya-tovariv,,"Excellent analytical skills., Effective communication and teamwork."," Qualifications:  Strong merchandising background., Analytical skills, Excel proficiency.. "
z_SCM Consultant (m/f/d),Nagarro,Remote:Germany,Full remote,3 days ago,https://jobgether.com/offer/666b501d7f4fdab8dd6703da-z_scm-consultant-m-f-d,,"Strong communication, customer orientation., Professional, empathetic, team player."," Qualifications:  Degree in relevant fields., Experience in SAP SD/MM.. "
Weekend community care assistant in Henleaze and surrounding areas,Home Instead UK,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b501b7f4fdab8dd67032d-weekend-community-care-assistant-in-henleaze-and-surrounding-areas,,"Warmth and friendliness, Organized and time-efficient"," Qualifications:  Strong English skills, Organizational & time management skills. "
VENDEUR ALIMENTAIRE (H/F),Brico Cash,Remote:France,Full remote,3 days ago,https://jobgether.com/offer/666b501b7f4fdab8dd670314-vendeur-alimentaire-h-f,,"Team player, Passionate about quality products"," Qualifications:  Customer-oriented with a passion for sales, Experience in retail is a plus. "
Territory Sales Rep,Techo-Bloc,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b501b7f4fdab8dd6702de-territory-sales-rep,Mid-level (2-5 years),"Ambitious work ethic, Energetic, positive attitude, Strong interpersonal communication skills, Proactive mindset for strategic initiatives, Team player with collaborative nature"," Qualifications:  Ambitious work ethic, Positive, 'Can-Do' attitude, Post Secondary Education required, Minimum 2 years sales experience in building material industry, Valid passport for international travel. "
Telecom Deal Desk Manager/ Vendor Relations Manager,AireSpring,Remote:El Salvador,Full remote,3 days ago,https://jobgether.com/offer/666b501a7f4fdab8dd6702d8-telecom-deal-desk-manager-vendor-relations-manager,,"Strong interpersonal skills, Proactive problem-solving mindset, Effective communication and negotiation capabilities"," Qualifications:  Minimum 5 years in Telecom sales and/or vendor relationship management, Strong understanding of purchasing and selling Telecom industry products and services, Excellent communication skills, analytical and negotiation skills required. "
TECHNICIEN METHODES INDUSTRIALISATION (H/F),Sika,Remote:France,Full remote,3 days ago,https://jobgether.com/offer/666b501a7f4fdab8dd6702a9-technicien-methodes-industrialisation-h-f,Senior (5-10 years),"Hands-on work orientation, customer relationship focus, Analytical mindset, innovation drive"," Qualifications:  Degree in Electromechanics, Mechanical or Industrial Maintenance, 7+ years experience, mechanical maintenance, automation skills, Knowledge in hydraulics, pneumatics, adhesives, pumping systems. "
Student Wellness Coach,Unitek Learning,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b501a7f4fdab8dd670281-student-wellness-coach,Mid-level (2-5 years),"Motivational interviewing, Relationship-building with local resources, Collaboration and proactive mindset"," Qualifications:  Bachelor's degree in behavioral sciences, 3+ years' experience in client intake/coordination. "
Student Success Advisor,Adtalem Global Education,35 - 63KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b501a7f4fdab8dd67026b-student-success-advisor,Mid-level (2-5 years),"Strong problem-solving, Excellent communication, Ability to work independently and in teams, Proactive mindset, Analytical thinking"," Qualifications:  Bachelor's Degree Required, 3+ years service-oriented experience, Strong commitment to education, Excellent communication and time management skills, Ability to connect with diverse students. "
"Sr. Manager, Global People Operations PMO",ServiceNow,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50197f4fdab8dd670222-sr.-manager-global-people-operations-pmo,Senior (5-10 years),"Strong leadership and communication abilities, Excellent problem solving and decision making skills, Proactive conflict resolution and teamwork orientation"," Qualifications:  Bachelor’s in business administration or related field, PMP certification and 5+ years in leadership role, Strong project management skills and tools proficiency, Experience in resource management and stakeholder management, Familiarity with Agile, Scrum, and change management. "
Spécialiste CVC - F/H,ALTEREA,Remote:France,Full remote,3 days ago,https://jobgether.com/offer/666b50197f4fdab8dd670201-specialiste-cvc---f-h,,"Team player, Great interpersonal skills"," Qualifications:  Bachelor's degree in Building/Energy Engineering, Minimum 5 years experience in HVAC/plumbing engineering. "
Site Technology Specialist,PSI CRO AG,Remote:Italy,Full remote,3 days ago,https://jobgether.com/offer/666b50187f4fdab8dd6701dc-site-technology-specialist,Senior (5-10 years),"Excellent communication & collaboration skills, Team player with proactive mindset"," Qualifications:  BSRT, RN, LPN, or equivalent degree - CNMT required, 5+ years experience in Nuclear Medicine, Molecular imaging, etc., Proficiency in MS Office applications. "
Site Technology Specialist,PSI CRO AG,Remote:Austria,Full remote,3 days ago,https://jobgether.com/offer/666b50187f4fdab8dd6701d4-site-technology-specialist,Senior (5-10 years),"Strong communication skills, Effective team collaboration"," Qualifications:  Licensed specialist in relevant technology: CNMT required, Minimum 5 years' experience in specified technology. "
Senior Quality Assurance Associate,ERGOMED,Remote:Croatia,Full remote,3 days ago,https://jobgether.com/offer/666b50187f4fdab8dd6701bc-senior-quality-assurance-associate,Mid-level (2-5 years),"Excellent communication and facilitation skills, Proactive, self-motivated, detail-oriented"," Qualifications:  University degree in scientific discipline or equivalent industry experience, Previous experience in pharmaceutical or regulated industry in a quality setting. "
Senior People Business Partner (USA & MEXICO REMOTE),Humanity,"Remote:United States, Mexico",Full remote,3 days ago,https://jobgether.com/offer/666b50177f4fdab8dd6701a8-senior-people-business-partner-usa-mexico-remote,Senior (5-10 years),"Strategic thinker with tactical execution, Problem solver with solutions-based mindset, Independent worker highly accountable for results, Effective in negotiations and conflict management"," Qualifications:  7+ years HR strategic leadership experience, Strong understanding of US employment law, Tech savvy with experience in HRIS platforms, Exceptional C-suite communication skills. "
